Date,Field_Site,WeekendorWeekday,AMorPM,Effort,Temp,Trail_ID,ID_Code,EncounterNo,People,Children,Adults,Elderly,Car,Trail_Use,Noise_Level,Activity,DogsPresent,NumberofDogs
15/07/2023,Technoparc,Weekend,AM,10,22,TECHL1,JUL15_TECHL1_LOOP1_ENCOUNTER1,1,1,0,1,0,0,On,Silent,Walking,N,NA
15/07/2023,Technoparc,Weekend,AM,10,22,TECHS1,JUL15_TECHS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
15/07/2023,Technoparc,Weekend,AM,10,22,TECHL2,JUL15_TECHL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
15/07/2023,Technoparc,Weekend,AM,10,22,TECHS2,JUL15_TECHS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
15/07/2023,MorganArboretum,Weekend,AM,10,24,ARBOS1,JUL15_ARBOS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
15/07/2023,MorganArboretum,Weekend,AM,10,24,ARBOL1,JUL15_ARBOL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
15/07/2023,MorganArboretum,Weekend,AM,10,24,ARBOL1,JUL15_ARBOL1_LOOP1_ENCOUNTER1,1,2,0,1,0,0,On,Low,Walking,N,NA
15/07/2023,MorganArboretum,Weekend,AM,10,24,ARBOL2,JUL15_ARBOL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
15/07/2023,MorganArboretum,Weekend,AM,10,24,ARBOS2,JUL15_ARBOS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
15/07/2023,Stoneycroft,Weekend,PM,10,24,STNYL1,JUL15_STNYL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
15/07/2023,Stoneycroft,Weekend,PM,10,24,STNYL2,JUL15_STNYL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
15/07/2023,Stoneycroft,Weekend,PM,10,24,STNYS1,JUL15_STNYS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
15/07/2023,Stoneycroft,Weekend,PM,10,24,STNYS2,JUL15_STNYS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,MorganArboretum,Weekend,AM,10,24,ARBOS1,JUL23_ARBOS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,MorganArboretum,Weekend,AM,9,24,ARBOL1,JUL23_ARBOL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,MorganArboretum,Weekend,AM,9,24,ARBOL1,JUL23_ARBOL1_LOOP1_ENCOUNTER1,1,3,1,2,0,0,On,Silent,Walking,N,NA
23/07/2023,MorganArboretum,Weekend,AM,9,24,ARBOL2,JUL23_ARBOL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,MorganArboretum,Weekend,AM,9,24,ARBOL2,JUL23_ARBOL2_LOOP1_ENCOUNTER1,1,2,0,2,0,0,Off,Low,Walking,Y,2
23/07/2023,MorganArboretum,Weekend,AM,10,24,ARBOS2,JUL23_ARBOS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,MorganArboretum,Weekend,AM,10,24,ARBOS2,JUL23_ARBOS2_LOOP1_ENCOUNTER1,1,2,0,0,2,0,On,Silent,Walking,N,NA
23/07/2023,MorganArboretum,Weekend,PM,9,25,ARBOL1,JUL23_ARBOL1_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,MorganArboretum,Weekend,PM,9,25,ARBOL1,JUL23_ARBOL1_LOOP2_ENCOUNTER1,1,2,0,2,0,0,On,Silent,Walking,N,NA
23/07/2023,MorganArboretum,Weekend,PM,10,25,ARBOS1,JUL23_ARBOS1_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Stoneycroft,Weekend,AM,10,21,STNYL1,JUL23_STNYL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Stoneycroft,Weekend,AM,10,21,STNYL2,JUL23_STNYL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Stoneycroft,Weekend,AM,10,21,STNYS1,JUL23_STNYS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Stoneycroft,Weekend,AM,10,22,STNYS2,JUL23_STNYS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Stoneycroft,Weekend,AM,10,22,STNYS1,JUL23_STNYS1_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Stoneycroft,Weekend,AM,10,22,STNYS2,JUL23_STNYS2_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Stoneycroft,Weekend,AM,10,23,STNYL1,JUL23_STNYL1_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Stoneycroft,Weekend,AM,10,23,STNYL2,JUL23_STNYL2_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP1_ENCOUNTER1,1,2,0,2,0,0,On,Silent,Standing,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP1_ENCOUNTER2,2,1,0,0,1,0,On,Low,Biking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP1_ENCOUNTER3,3,2,0,0,2,0,On,Low,Walking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP1_ENCOUNTER4,4,1,0,0,1,0,On,Silent,Standing,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP1_ENCOUNTER5,5,2,0,2,0,0,On,Low,Walking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,10,27,BDLS1,JUL23_BDLS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,10,27,BDLL2,JUL23_BDLL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,10,27,BDLL2,JUL23_BDLL2_LOOP1_ENCOUNTER1,1,2,0,2,0,0,On,Low,Walking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,10,27,BDLL2,JUL23_BDLL2_LOOP1_ENCOUNTER2,2,1,0,1,0,0,On,Low,Biking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,10,27,BDLL2,JUL23_BDLL2_LOOP1_ENCOUNTER3,3,1,0,1,0,0,On,Low,Biking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,10,27,BDLL2,JUL23_BDLL2_LOOP1_ENCOUNTER4,4,1,0,1,0,0,On,Low,Biking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP2_ENCOUNTER1,1,2,0,2,0,0,On,Low,Walking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP2_ENCOUNTER2,2,1,0,1,0,0,On,Low,Walking,Y,1
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP2_ENCOUNTER3,3,3,0,3,0,0,On,Low,Biking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP2_ENCOUNTER4,4,2,0,0,2,0,On,Low,Walking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP2_ENCOUNTER5,5,2,0,2,0,0,On,Loud,Walking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP2_ENCOUNTER6,6,2,0,2,0,0,On,Low,Walking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,5,27,BDLL1,JUL23_BDLL1_LOOP2_ENCOUNTER7,7,3,2,1,0,0,On,Low,Biking,N,NA
23/07/2023,BoisdeLiesse,Weekend,PM,10,27,BDLS2,JUL23_BDLS2_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Technoparc,Weekend,PM,10,27,TECHL1,JUL23_TECHL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Technoparc,Weekend,PM,10,27,TECHS1,JUL23_TECHS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Technoparc,Weekend,PM,10,27,TECHL2,JUL23_TECHL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Technoparc,Weekend,PM,10,27,TECHS2,JUL23_TECHS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
23/07/2023,Technoparc,Weekend,PM,10,27,TECHS2,JUL23_TECHS2_LOOP1_ENCOUNTER1,1,1,0,0,0,0,On,Silent,Walking,N,NA
02/08/2023,Stoneycroft,Weekday,AM,10,22,STNYL1,AUG2_STNYL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
02/08/2023,Stoneycroft,Weekday,AM,10,22,STNYL1,AUG2_STNYL1_LOOP1_ENCOUNTER1,1,1,0,0,0,1,On,Car,Other,N,NA
02/08/2023,Stoneycroft,Weekday,PM,10,22,STNYL2,AUG2_STNYL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
02/08/2023,Stoneycroft,Weekday,PM,10,22,STNYS1,AUG2_STNYS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
02/08/2023,Stoneycroft,Weekday,PM,10,22,STNYS2,AUG2_STNYS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
02/08/2023,Stoneycroft,Weekday,PM,10,22,STNYS2,AUG2_STNYS2_LOOP1_ENCOUNTER1,1,1,0,1,0,0,On,Silent,Walking,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,22,BDLL1,AUG2_BDLL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,22,BDLL1,AUG2_BDLL1_LOOP1_ENCOUNTER1,1,3,0,3,0,0,On,Low,Walking,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,22,BDLL1,AUG2_BDLL1_LOOP1_ENCOUNTER2,2,2,0,2,0,0,On,Low,Walking,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,22,BDLL1,AUG2_BDLL1_LOOP1_ENCOUNTER3,3,2,0,0,2,0,On,Low,Biking,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,22,BDLL1,AUG2_BDLL1_LOOP1_ENCOUNTER4,4,2,1,0,1,0,On,Silent,Standing,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,22,BDLL1,AUG2_BDLL1_LOOP1_ENCOUNTER5,5,4,0,4,0,0,On,Low,Walking,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,22,BDLL1,AUG2_BDLL1_LOOP1_ENCOUNTER6,6,1,0,0,1,0,On,Silent,Walking,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,22,BDLL1,AUG2_BDLL1_LOOP1_ENCOUNTER7,7,1,1,0,0,0,On,Silent,Walking,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,22,BDLL1,AUG2_BDLL1_LOOP1_ENCOUNTER8,8,1,0,1,0,0,On,Low,Biking,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,22,BDLL1,AUG2_BDLL1_LOOP1_ENCOUNTER9,9,1,0,1,0,0,On,Low,Biking,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,22,BDLL1,AUG2_BDLL1_LOOP1_ENCOUNTER10,10,1,0,1,0,0,On,Silent,Walking,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,22,BDLS1,AUG2_BDLS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,23,BDLL2,AUG2_BDLL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,23,BDLL2,AUG2_BDLL2_LOOP1_ENCOUNTER1,1,2,1,1,0,0,On,Low,Biking,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,23,BDLL2,AUG2_BDLL2_LOOP1_ENCOUNTER2,2,2,0,2,0,0,On,Low,Biking,N,NA
02/08/2023,BoisdeLiesse,Weekday,PM,10,23,BDLS2,AUG2_BDLS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
02/08/2023,Technoparc,Weekday,PM,10,23,TECHL1,AUG2_TECHL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
02/08/2023,Technoparc,Weekday,PM,10,23,TECHL1,AUG2_TECHL1_LOOP1_ENCOUNTER1,1,3,0,3,0,0,On,Silent,Photography,N,NA
02/08/2023,Technoparc,Weekday,PM,10,23,TECHS1,AUG2_TECHS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
02/08/2023,Technoparc,Weekday,PM,10,23,TECHL2,AUG2_TECHL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
02/08/2023,Technoparc,Weekday,PM,10,23,TECHS2,AUG2_TECHS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
02/08/2023,Technoparc,Weekday,PM,10,23,TECHS2,AUG2_TECHS2_LOOP1_ENCOUNTER1,1,1,0,1,0,0,On,Silent,Walking,N,NA
05/08/2023,MorganArboretum,Weekend,AM,10,22,ARBOS1,AUG5_ARBOS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,MorganArboretum,Weekend,AM,10,22,ARBOL1,AUG5_ARBOL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,MorganArboretum,Weekend,AM,10,22,ARBOL1,AUG5_ARBOL1_LOOP1_ENCOUNTER1,1,1,0,0,1,0,On,Silent,Walking,N,NA
05/08/2023,MorganArboretum,Weekend,AM,10,22,ARBOS2,AUG5_ARBOS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,MorganArboretum,Weekend,AM,10,22,ARBOL2,AUG5_ARBOL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,MorganArboretum,Weekend,AM,10,23,ARBOS2,AUG5_ARBOS2_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,MorganArboretum,Weekend,AM,10,23,ARBOL2,AUG5_ARBOL2_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,MorganArboretum,Weekend,AM,10,23,ARBOL1,AUG5_ARBOL1_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,MorganArboretum,Weekend,AM,10,23,ARBOS1,AUG5_ARBOS1_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,MorganArboretum,Weekend,AM,10,23,ARBOS1,AUG5_ARBOS1_LOOP2_ENCOUNTER1,1,1,0,0,1,0,Off,Silent,Walking,N,NA
05/08/2023,Stoneycroft,Weekend,PM,10,23,STNYL1,AUG5_STNYL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,Stoneycroft,Weekend,PM,10,23,STNYL2,AUG5_STNYL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,Stoneycroft,Weekend,PM,10,24,STNYS1,AUG5_STNYS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,Stoneycroft,Weekend,PM,10,24,STNYS2,AUG5_STNYS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,Stoneycroft,Weekend,PM,10,24,STNYL1,AUG5_STNYL1_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,Stoneycroft,Weekend,PM,10,24,STNYL2,AUG5_STNYL2_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,Stoneycroft,Weekend,PM,10,24,STNYS1,AUG5_STNYS1_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,Stoneycroft,Weekend,PM,10,24,STNYS2,AUG5_STNYS2_LOOP2_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,Technoparc,Weekend,AM,10,20,TECHL1,AUG5_TECHL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,Technoparc,Weekend,AM,10,20,TECHL1,AUG5_TECHL1_LOOP1_ENCOUNTER1,1,2,0,1,1,0,On,Low,Other,Y,1
05/08/2023,Technoparc,Weekend,AM,10,20,TECHS1,AUG5_TECHS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,Technoparc,Weekend,AM,10,20,TECHS1,AUG5_TECHS1_LOOP1_ENCOUNTER1,1,1,0,0,1,0,On,Silent,Photography,N,NA
05/08/2023,Technoparc,Weekend,AM,10,20,TECHL2,AUG5_TECHL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,21,BDLL1,AUG5_BDLL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,21,BDLL1,AUG5_BDLL1_LOOP1_ENCOUNTER1,1,2,0,0,2,0,On,Low,Walking,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,21,BDLL1,AUG5_BDLL1_LOOP1_ENCOUNTER2,2,2,0,2,0,0,Off,Low,Walking,Y,1
05/08/2023,BoisdeLiesse,Weekend,AM,10,21,BDLL1,AUG5_BDLL1_LOOP1_ENCOUNTER3,3,1,0,1,0,0,On,Loud,Standing,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,21,BDLL1,AUG5_BDLL1_LOOP1_ENCOUNTER4,4,9,0,6,3,0,On,Low,Running,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,21,BDLL1,AUG5_BDLL1_LOOP1_ENCOUNTER5,5,1,1,0,0,0,On,Silent,Running,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,21,BDLL1,AUG5_BDLL1_LOOP1_ENCOUNTER6,6,2,0,2,0,0,On,Low,Biking,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,21,BDLL1,AUG5_BDLL1_LOOP1_ENCOUNTER7,7,1,0,1,0,0,On,Silent,Walking,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,21,BDLL1,AUG5_BDLL1_LOOP1_ENCOUNTER8,8,1,0,1,0,0,On,Silent,Walking,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,21,BDLL1,AUG5_BDLL1_LOOP1_ENCOUNTER9,9,2,0,0,2,0,On,Silent,Walking,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,22,BDLS1,AUG5_BDLS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,22,BDLL2,AUG5_BDLL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,22,BDLL2,AUG5_BDLL2_LOOP1_ENCOUNTER1,1,1,0,1,0,0,On,Low,Biking,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,22,BDLL2,AUG5_BDLL2_LOOP1_ENCOUNTER2,2,2,0,0,2,0,On,Loud,Biking,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,22,BDLL2,AUG5_BDLL2_LOOP1_ENCOUNTER3,3,1,0,1,0,0,On,Loud,Biking,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,22,BDLL2,AUG5_BDLL2_LOOP1_ENCOUNTER4,4,2,0,0,2,0,On,Silent,Walking,N,NA
05/08/2023,BoisdeLiesse,Weekend,AM,10,22,BDLS2,AUG5_BDLS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,Technoparc,Weekday,AM,10,19,TECHS1,JUN30_TECHS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,Technoparc,Weekday,AM,10,20,TECHL1,JUN30_TECHL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,Technoparc,Weekday,AM,10,20,TECHS2,JUN30_TECHS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,Technoparc,Weekday,AM,10,20,TECHS2,JUN30_TECHS2_LOOP1_ENCOUNTER1,1,1,0,1,0,0,On,Silent,NA,N,NA
30/06/2023,Technoparc,Weekday,AM,10,20,TECHS2,JUN30_TECHS2_LOOP1_ENCOUNTER2,2,1,0,1,0,0,On,Silent,NA,N,NA
30/06/2023,Technoparc,Weekday,AM,10,21,TECHL2,JUN30_TECHL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,Stoneycroft,Weekday,AM,10,23,STNYL2,JUN30_STNYL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,Stoneycroft,Weekday,AM,10,23,STNYS1,JUN30_STNYS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,Stoneycroft,Weekday,AM,10,23,STNYS2,JUN30_STNYS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,Stoneycroft,Weekday,AM,10,23,STNYL1,JUN30_STNYL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,MorganArboretum,Weekday,AM,10,25,ARBOS1,JUN30_ARBOS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,MorganArboretum,Weekday,AM,10,25,ARBOL1,JUN30_ARBOL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,MorganArboretum,Weekday,AM,10,25,ARBOL1,JUN30_ARBOL1_LOOP1_ENCOUNTER1,1,1,0,1,0,0,On,Silent ,NA,N,NA
30/06/2023,MorganArboretum,Weekday,AM,10,25,ARBOL1,JUN30_ARBOL1_LOOP1_ENCOUNTER2,2,4,1,3,0,0,On,Low  ,NA,N,NA
30/06/2023,MorganArboretum,Weekday,AM,10,25,ARBOS2,JUN30_ARBOS2_LOOP1_ENCOUNTER0,0,0,0,0,1,0,NA,NA,NA,N,NA
30/06/2023,MorganArboretum,Weekday,AM,10,25,ARBOS2,JUN30_ARBOS2_LOOP1_ENCOUNTER1,1,1,0,0,0,0,On,Loud,Walking,Y,1
30/06/2023,MorganArboretum,Weekday,AM,10,25,ARBOL2,JUN30_ARBOL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,BoisdeLiesse,Weekday,AM,10,25,BDLL1,JUN30_BDLL1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,BoisdeLiesse,Weekday,AM,10,22,BDLL1,JUN30_BDLL1_LOOP1_ENCOUNTER1,1,7,6,1,0,0,On,Low  ,Walking,N,NA
30/06/2023,BoisdeLiesse,Weekday,AM,10,22,BDLS1,JUN30_BDLS1_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,BoisdeLiesse,Weekday,AM,10,22,BDLL2,JUN30_BDLL2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,BoisdeLiesse,Weekday,AM,10,22,BDLL2,JUN30_BDLL2_LOOP1_ENCOUNTER1,1,2,0,2,0,0,On,Silent,Walking,N,NA
30/06/2023,BoisdeLiesse,Weekday,AM,10,22,BDLL2,JUN30_BDLL2_LOOP1_ENCOUNTER2,2,1,0,1,0,0,On,Silent,Walking,N,NA
30/06/2023,BoisdeLiesse,Weekday,AM,10,22,BDLL2,JUN30_BDLL2_LOOP1_ENCOUNTER3,3,2,1,1,0,0,On,Low  ,Walking,N,NA
30/06/2023,BoisdeLiesse,Weekday,AM,10,22,BDLS2,JUN30_BDLS2_LOOP1_ENCOUNTER0,0,0,0,0,0,0,NA,NA,NA,N,NA
30/06/2023,BoisdeLiesse,Weekday,AM,10,22,BDLS2,JUN30_BDLS2_LOOP1_ENCOUNTER1,1,3,1,2,0,0,Off,Low  ,Walking,N,NA
