ID,Scientific_Name,Common_Name,DBH_Class,Tally,distance
BDL_L2_G4_2,Vitis_riparia,Riverbank Grapevine,lessthan_1,2,mid
BDL_L2_G4_2,Acer_negundo,Manitoba_maple,lessthan_1,1,mid
BDL_L2_G4_2,Dead_standing,Dead_standing,1_3,1,mid
BDL_L2_G4_2,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,3,mid
BDL_L2_G4_2,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,6,mid
BDL_L2_G4_2,Vitis_riparia,Riverbank_grapevine,1_3,2,mid
BDL_L2_G4_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,5,mid
BDL_L2_G4_2,Fraxinus_americana,White_ash,1_3,1,mid
BDL_L2_G4_2,Dead_standing,Dead_standing,3_5,1,mid
BDL_L2_G4_1,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,9,far
BDL_L2_G4_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,9,far
BDL_L2_G4_1,Rhamnus_cathartica,Common_buckthorn,1_3,4,far
BDL_S1_G1_3,NA,NA,NA,0,close
BDL_S1_G1_2,Dead_standing,Dead_standing,3_5,2,mid
BDL_S1_G1_2,Rhamnus_cathartica,Common_buckthorn,1_3,1,mid
BDL_S1_G1_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,19,mid
BDL_S1_G1_2,Fraxinus_pennsylvanica,Green_ash,lessthan_1,5,mid
BDL_S1_G1_2,Fraxinus_pennsylvanica,Green_ash,1_3,1,mid
BDL_S1_G1_2,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,8,mid
BDL_S1_G1_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,19,far
BDL_S1_G1_1,Rhamnus_cathartica,Common_buckthorn,1_3,2,far
BDL_S1_G2_3,Rhamnus_cathartica,Common_buckthorn,1_3,5,close
BDL_S1_G2_3,Rhus_typhina,Staghorn_sumac,1_3,1,close
BDL_S1_G2_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,3,close
BDL_S1_G2_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,10,close
BDL_S1_G2_3,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,1,close
BDL_S1_G2_2,Acer_saccharum,Sugar_maple,< 1,1,mid
BDL_S1_G2_2,Rhamnus_cathartica,Common_buckthorn,1_3,1,mid
BDL_S1_G2_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,3,mid
BDL_S1_G2_2,Acer_saccharum,Sugar_maple,1_3,2,mid
BDL_S1_G2_2,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,8,mid
BDL_S1_G2_2,Fraxinus_americana,White_ash,1_3,1,mid
BDL_S1_G2_1,Dead_vine,Dead_vine,3_5,2,far
BDL_S1_G2_1,Dead_vine,Dead_vine,lessthan_1,2,far
BDL_S1_G2_1,Dead_vine,Dead_vine,1_3,2,far
BDL_S1_G4_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,15,far
BDL_S1_G4_1,Acer_saccharum,Sugar_maple,lessthan_1,1,far
BDL_S1_G4_1,Rhamnus_cathartica,Common_buckthorn,3_5,4,far
BDL_S1_G4_1,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,far
BDL_S1_G4_1,Dead_snag,Dead_snag,3_5,1,far
BDL_S1_G4_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,12,mid
BDL_S1_G4_2,Dead_standing,Dead_standing,1_3,1,mid
BDL_S1_G4_2,Rhamnus_cathartica,Common_buckthorn,1_3,2,mid
BDL_S1_G4_2,Acer_saccharum,Sugar_maple,lessthan_1,1,mid
BDL_S1_G4_2,Rhamnus_cathartica,Common_buckthorn,3_5,1,mid
BDL_S1_G4_2,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,mid
BDL_S1_G4_2,Lonicera_caerulea,Fly_honeysuckle,1_3,4,mid
BDL_S1_G4_2,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,3,mid
BDL_S1_G4_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,7,mid
BDL_S1_G4_2,Rhus_typhina,Staghorn_sumac,lessthan_1,2,mid
BDL_S1_G4_2,Acer_saccharum,Sugar_maple,lessthan_1,3,mid
BDL_S1_G4_2,Vitis_riparia,Riverbank_grapevine,1_3,3,mid
BDL_S1_G4_3,NA,NA,NA,0,close
BDL_S1_G3_1,NA,NA,NA,0,far
BDL_S1_G3_2,NA,NA,NA,0,mid
BDL_S1_G3_3,Rhus_typhina,Staghorn_sumac,lessthan_1,1,close
BDL_S1_G3_3,Dead_vine,Dead_vine,lessthan_1,50,close
BDL_S1_G3_3,Dead_vine,Dead_vine,1_3,1,close
BDL_S1_G3_3,Ramnus_cathartica,Common_buckthorn,1_3,2,close
BDL_S1_G3_3,Ramnus_cathartica,Common_buckthorn,1_3,1,close
BDL_L1_G1_3,NA,NA,NA,0,close
BDL_L1_G1_2,Rhamnus_cathartica,Common buckthorn,1_3,9,mid
BDL_L1_G1_2,Dead_standing,Dead_standing,lessthan_1,2,mid
BDL_L1_G1_2,Malus_pumila,Common apple,lessthan_1,1,mid
BDL_L1_G1_2,Rhamnus_cathartica,Common buckthorn,3_5,4,mid
BDL_L1_G1_2,Rhamnus_cathartica,Common buckthorn,lessthan_1,3,mid
BDL_L1_G1_2,Acer_saccharum,Sugar maple,lessthan_1,1,mid
BDL_L1_G1_2,Dead_standing,Dead_standing,3_5,2,mid
BDL_L1_G1_2,Dead_standing,Dead_standing,1_3,1,mid
BDL_L1_G1_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,24,far
BDL_L1_G1_1,Dead_standing,Dead_standing,lessthan_1,1,far
BDL_L1_G1_1,Rhus_typhina,Staghorn_sumac,lessthan_1,7,far
BDL_L1_G1_1,Rhus_typhina,Staghorn_sumac,1_3,4,far
BDL_L1_G2_3,Fraxinus_pennsylvanica,Green_ash,1_3,4,close
BDL_L1_G2_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,4,close
BDL_L1_G2_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,4,close
BDL_L1_G2_3,Ulmus_americana,American_elm,1_3,1,close
BDL_L1_G2_3,Rhamnus_cathartica,Common_buckthorn,1_3,2,close
BDL_L1_G2_3,Fraxinus_americana,White_ash,3_5,1,close
BDL_L1_G2_3,Acer_negundo,Manitoba_maple,3_5,1,close
BDL_L1_G2_3,Vitis_riparia,Riverbank_grapevine,3_5,2,close
BDL_L1_G2_3,Rhamnus_cathartica,Common_buckthorn,3_5,1,close
BDL_L1_G2_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,9,mid
BDL_L1_G2_2,Vitis_riparia,Riverbank grapevine,3_5,1,mid
BDL_L1_G2_2,Dead_standing,Dead_standing,1_3,1,mid
BDL_L1_G2_2,Rhamnus_cathartica,Common_buckthorn,1_3,1,mid
BDL_L1_G2_2,Vitis_riparia,Riverbank_grapevine,1_3,1,mid
BDL_L1_G2_2,Parthenocissus_quinquefolia,Virginia_creeper,lessthan_1,3,mid
BDL_L1_G2_2,Rhamnus_cathartica,Common_buckthorn,3_5,1,mid
BDL_L1_G2_2,Lonicera_sp,Honeysuckle_sp,lessthan_1,2,mid
BDL_L1_G2_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,56,far
BDL_L1_G2_1,Dead_standing,Dead_standing,lessthan_1,1,far
BDL_L1_G2_1,Dead_standing,Dead_standing,1_3,1,far
BDL_L1_G2_1,Acer_negundo,Manitoba_maple,lessthan_1,1,far
BDL_L1_G2_1,Rhamnus_cathartica,Common_buckthorn,3_5,1,far
BDL_L1_G2_1,Crataegus_pruinosa,Frosted_hawthorn,1_3,1,far
BDL_L1_G2_1,Vitis_riparia,Riverbank_grapevine,lessthan_1,8,far
BDL_L1_G3_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,15,close
BDL_L1_G3_3,Rhamnus_cathartica,Common_buckthorn,1_3,5,close
BDL_L1_G3_3,Vitis_riparia,Riverbank_grapevine,1_3,6,close
BDL_L1_G3_3,Dead_standing,Dead_standing,1_3,1,close
BDL_L1_G3_3,Vitis_riparia,Riverbank_grapevine,lessthan_1,3,close
BDL_L1_G3_3,Fraxinus_pennsylvanica,Green_ash,1_3,1,close
BDL_L1_G3_3,Lonicera_sp,Honeysuckle_sp,lessthan_1,1,close
BDL_L1_G3_3,Rhamnus_cathartica,Common_buckthorn,3_5,1,close
BDL_L1_G3_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,close
BDL_L1_G3_3,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,2,close
BDL_L1_G3_3,Lonicera_tatarica,Tatarian_honeysuckle,1_3,1,close
BDL_L1_G3_2,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,mid
BDL_L1_G3_2,Dead_standing,Dead_standing,lessthan_1,1,mid
BDL_L1_G3_2,Fraxinus_pennsylvanica,Green_ash,3_5,1,mid
BDL_L1_G3_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,9,mid
BDL_L1_G3_2,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,1,mid
BDL_L1_G3_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,50,far
BDL_L1_G4_3,Rhus_typhina,Staghorn_sumac,lessthan_1,3,close
BDL_L1_G4_3,Vitis_riparia,Riverbank_grapevine,lessthan_1,1,close
BDL_L1_G4_3,Parthenocissus_quinquefolia,Virginia_creeper,lessthan_1,1,close
BDL_L1_G4_3,Acer_rubrum,Red_maple,lessthan_1,1,close
BDL_L1_G4_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,6,close
BDL_L1_G4_3,Rhamnus_cathartica,Common_buckthorn,1_3,2,close
BDL_L1_G4_3,Fraxinus_americana,White_ash,1_3,1,close
BDL_L1_G4_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,2,close
BDL_L1_G4_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,25,mid
BDL_L1_G4_2,Rhamnus_cathartica,Common_buckthorn,3_5,1,mid
BDL_L1_G4_2,Fraxinus_pennsylvanica,Green_ash,3_5,2,mid
BDL_L1_G4_2,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,7,mid
BDL_L1_G4_2,Rhus_typhina,Staghorn_sumac,lessthan_1,1,mid
BDL_L1_G4_2,Acer_saccharum,Sugar_maple,lessthan_1,1,mid
BDL_L1_G4_2,Rhamnus_cathartica,Common_buckthorn,1_3,2,mid
BDL_L1_G4_1,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,far
BDL_L1_G4_1,Fraxinus_pennsylvanica,Green_ash,1_3,1,far
BDL_L1_G4_1,Dead_standing,Dead_standing,1_3,4,far
BDL_L1_G4_1,Rhamnus_cathartica,Common_buckthorn,3_5,1,far
BDL_L1_G4_1,Dead_standing,Dead_standing,3_5,4,far
BDL_L1_G4_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,10,far
BDL_L1_G4_1,Fraxinus_pennsylvanica,Green_ash,3_5,1,far
BDL_L1_G4_1,Vitis_riparia,Riverbank_grapevine,1_3,3,far
BDL_S2_G1_3,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,10,close
BDL_S2_G1_3,Lonicera_tatarica,Tatarian_honeysuckle,1_3,2,close
BDL_S2_G1_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,34,close
BDL_S2_G1_3,Fraxinus_pennsylvanica,Green_ash,1_3,1,close
BDL_S2_G1_3,Dead_standing,Dead_standing,3_5,3,close
BDL_S2_G1_3,Rhamnus_cathartica,Common_buckthorn,1_3,7,close
BDL_S2_G1_2,Rhus_typhina,Staghorn_sumac,1_3,9,mid
BDL_S2_G1_2,Rhus_typhina,Staghorn_sumac,lessthan_1,3,mid
BDL_S2_G1_2,Rhus_typhina,Staghorn_sumac,3_5,4,mid
BDL_S2_G1_2,Dead_standing,Dead_standing,lessthan_1,2,mid
BDL_S2_G1_2,Rhus_typhina,Staghorn_sumac,5_7,1,mid
BDL_S2_G1_1,NA,NA,NA,0,far
BDL_S2_G2_3,Rhamnus_cathartica,Common_buckthorn,3_5,4,close
BDL_S2_G2_3,Rhamnus_cathartica,Common_buckthorn,3_5,1,close
BDL_S2_G2_3,Rhamnus_cathartica,Common_buckthorn,1_3,2,close
BDL_S2_G2_3,Dead_standing,Dead_standing,1_3,5,close
BDL_S2_G2_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,6,close
BDL_S2_G2_3,Vitis_riparia,Riverbank_grapevine,lessthan_1,1,close
BDL_S2_G2_2,Lonicera_sp,Honeysuckle_sp,3_5,5,mid
BDL_S2_G2_2,Lonicera_sp,Honeysuckle_sp,1_3,1,mid
BDL_S2_G2_2,Rhamnus_cathartica,Common_buckthorn,1_3,7,mid
BDL_S2_G2_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,13,mid
BDL_S2_G2_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,12,far
BDL_S2_G2_1,Rhamnus_cathartica,Common_buckthorn,1_3,6,far
BDL_S2_G2_1,Dead_standing,Dead_standing,1_3,1,far
BDL_S2_G2_1,Crataegus_sp,Hawthorn_sp,3_5,1,far
BDL_S2_G3_3,Rhus_typhina,Staghorn_sumac,lessthan_1,1,close
BDL_S2_G3_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,5,close
BDL_S2_G3_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,5,close
BDL_S2_G3_3,Tilia_americana,Basswood,1_3,2,close
BDL_S2_G3_3,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,10,close
BDL_S2_G3_3,Cornus_sericea,Red_osier_dogwood,lessthan_1,4,close
BDL_S2_G3_3,Crataegus_pruinosa,Frosted_hawthorn,lessthan_1,6,close
BDL_S2_G3_2,Robinia_pseudoacacia,Black_locust,3_5,4,mid
BDL_S2_G3_1,NA,NA,NA,0,far
BDL_S2_G4_3,Rhamnus_cathartica,Common_buckthorn,3_5,1,close
BDL_S2_G4_3,Dead_standing,Dead_standing,3_5,3,close
BDL_S2_G4_3,Dead_standing,Dead_standing,lessthan_1,6,close
BDL_S2_G4_3,Fraxinus_pennsylvanica,Green_ash,3_5,3,close
BDL_S2_G4_3,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,close
BDL_S2_G4_3,Dead_standing,Dead_standing,1_3,6,close
BDL_S2_G4_3,Lonicera_caerulea,Fly_honeysuckle,1_3,2,close
BDL_S2_G4_3,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,2,close
BDL_S2_G4_3,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,1,close
BDL_S2_G4_2,Fraxinus_pennsylvanica,Green_ash,1_3,2,mid
BDL_S2_G4_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,6,mid
BDL_S2_G4_2,Rhamnus_cathartica,Common_buckthorn,3_5,4,mid
BDL_S2_G4_2,Fraxinus_pennsylvanica,Green_ash,lessthan_1,4,mid
BDL_S2_G4_2,Fraxinus_pennsylvanica,Green_ash,3_5,1,mid
BDL_S2_G4_2,Acer_negundo,Manitoba_maple,lessthan_1,1,mid
BDL_S2_G4_2,Dead_standing,Dead_standing,3_5,1,mid
BDL_S2_G4_2,Rhamnus_cathartica,Common_buckthorn,3_5,1,mid
BDL_S2_G4_1,NA,NA,NA,0,far
ARBO_S1_G1_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,10,far
ARBO_S1_G1_1,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,far
ARBO_S1_G1_1,Fraxinus_pennsylvanica,Green_ash,1_3,1,far
ARBO_S1_G1_2,Acer_spicatum,Mountain_maple,1_3,1,mid
ARBO_S1_G1_3,Carya_cordiformis,Bitternut_hickory,lessthan_1,9,close
ARBO_S1_G2_3,Acer_saccharum,Sugar_maple,lessthan_1,10,close
ARBO_S1_G2_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,2,close
ARBO_S1_G2_3,Tilia_americana,Basswood,lessthan_1,1,close
ARBO_S1_G2_3,Sambucus_racemosa,Red_elderberry,lessthan_1,1,close
ARBO_S1_G2_1,Acer_saccharum,Sugar_maple,3_5,1,far
ARBO_S1_G2_1,Acer_saccharum,Sugar_maple,lessthan_1,5,far
ARBO_S1_G2_2,Dead_standing,Dead_standing,7_10,1,mid
ARBO_S1_G2_2,Acer_saccharum,Sugar_maple,7_10,1,mid
ARBO_S1_G2_2,Acer_saccharum,Sugar_maple,1_3,2,mid
ARBO_S1_G2_2,Tilia_americana,Basswood,1_3,1,mid
ARBO_S1_G2_2,Cornus_alternifolia,Pagoda_dogwood,1_3,1,mid
ARBO_S1_G3_3,Rhamnus_cathartica,Common_buckthorn,1_3,5,close
ARBO_S1_G3_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,18,close
ARBO_S1_G3_3,Quercus_rubra,Red_oak,lessthan_1,1,close
ARBO_S1_G3_3,Cornus_alternifolia,Pagoda_dogwood,1_3,1,close
ARBO_S1_G3_3,Sambucus_racemosa,Red_elderberry,1_3,4,close
ARBO_S1_G3_3,Fraxinus_americana,White_ash,1_3,3,close
ARBO_S1_G3_3,Fraxinus_americana,White_ash,3_5,1,close
ARBO_S1_G3_1,Tilia_americana,Bass wood,lessthan_1,3,far
ARBO_S1_G3_1,Acer_saccharum,Sugar_maple,3_5,1,far
ARBO_S1_G3_1,Fraxinus_pennsylvanica,Green_ash,lessthan_1,3,far
ARBO_S1_G3_2,Acer_saccharum,Sugar_maple,3_5,3,mid
ARBO_S1_G3_2,Acer_saccharum,Sugar_maple,5_7,1,mid
ARBO_S1_G4_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,1,close
ARBO_S1_G4_3,Fraxinus_pennsylvanica,White_ash,lessthan_1,10,close
ARBO_S1_G4_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,7,far
ARBO_S1_G4_2,Acer_saccharum,Sugar_maple,1_3,2,mid
ARBO_S1_G4_2,Acer_saccharum,Sugar_maple,lessthan_1,2,mid
ARBO_L1_G1_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,2,close
ARBO_L1_G1_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,6,far
ARBO_L1_G1_1,Fraxinus_americana,White_ash,lessthan_1,5,far
ARBO_L1_G1_2,Acer_saccharum,Sugar_maple,lessthan_1,1,mid
ARBO_L1_G1_2,Acer_saccharum,Sugar_maple,3_5,1,mid
ARBO_L1_G1_2,Acer_saccharum,Sugar_maple,1_3,2,mid
ARBO_L1_G1_2,Acer_saccharum,Sugar_maple,7_10,1,mid
ARBO_L1_G2_3,Acer_saccharum,Sugar_maple,3_5,1,close
ARBO_L1_G2_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,2,close
ARBO_L1_G2_3,Tilia_americana,Basswood,1_3,1,close
ARBO_L1_G2_3,Acer_saccharum,Sugar_maple,1_3,1,close
ARBO_L1_G2_3,Acer_saccharum,Sugar_maple,lessthan_1,1,close
ARBO_L1_G2_1,NA,NA,NA,0,far
ARBO_L1_G2_2,NA,NA,NA,0,mid
ARBO_L1_G3_3,Acer_negundo,Manitoba_maple,lessthan_1,1,close
ARBO_L1_G3_3,Fraxinus_pennsylvanica,Green_ash,1_3,1,close
ARBO_L1_G3_1,Fraxinus_pennsylvanica,Green_ash,lessthan_1,2,far
ARBO_L1_G3_1,Rhamnus_cathartica,Common_buckthorn,lessthan_1,17,far
ARBO_L1_G3_1,Rhamnus_cathartica,Common_buckthorn,1_3,4,far
ARBO_L1_G3_1,Rhamnus_frangula,Glossy_buckthorn,lessthan_1,4,far
ARBO_L1_G3_2,NA,NA,NA,0,mid
ARBO_L1_G4_2,NA,NA,NA,0,mid
ARBO_L1_G4_1,NA,NA,NA,0,far
ARBO_L1_G4_3,NA,NA,NA,0,close
ARBO_S2_G1_1,NA,NA,NA,0,far
ARBO_S2_G1_2,NA,NA,NA,0,mid
ARBO_S2_G1_3,NA,NA,NA,0,close
ARBO_S2_G2_3,Dead_vine,Dead_vine,1_3,3,close
ARBO_S2_G2_1,NA,NA,NA,0,far
ARBO_S2_G2_2,NA,NA,NA,0,mid
ARBO_S2_G3_3,Lonicera_sp,Honeysuckle_sp,lessthan_1,2,close
ARBO_S2_G3_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,11,close
ARBO_S2_G3_3,Rhamnus_cathartica,Common_buckthorn,1_3,2,close
ARBO_S2_G3_3,Cornus_alternifolia,Pagoda_dogwood,lessthan_1,3,close
ARBO_S2_G3_3,Cornus_alternifolia,Pagoda_dogwood,1_3,1,close
ARBO_S2_G3_3,Dead_standing,Dead_standing,1_3,1,close
ARBO_S2_G3_2,Rhus_typhina,Staghorn_sumac,1_3,1,mid
ARBO_S2_G3_2,Rhus_typhina,Staghorn_sumac,3_5,3,mid
ARBO_S2_G3_1,NA,NA,NA,0,far
ARBO_S2_G4_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,54,close
ARBO_S2_G4_3,Dead_standing,Dead_standing,1_3,3,close
ARBO_S2_G4_3,Dead_standing,Dead_standing,lessthan_1,1,close
ARBO_S2_G4_3,Acer_saccharum,Sugar_maple,lessthan_1,1,close
ARBO_S2_G4_3,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,5,close
ARBO_S2_G4_2,NA,NA,NA,0,mid
ARBO_S2_G4_1,NA,NA,NA,0,far
ARBO_L2_G1_2,Fraxinus_pennsylvanica,Green_ash,7_9,1,mid
ARBO_L2_G1_1,Ostrya_virginiana,Ironwood,1_3,1,far
ARBO_L2_G1_1,Acer_saccharum,Sugar_maple,lessthan_1,3,far
ARBO_L2_G1_1,Acer_saccharum,Sugar_maple,1_3,1,far
ARBO_L2_G1_1,Lonicera_sp,Honeysuckle_sp,lessthan_1,1,far
ARBO_L2_G1_1,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,1,far
ARBO_L2_G1_1,Fraxinus_americana,White_ash,lessthan_1,2,far
ARBO_L2_G1_3,NA,NA,NA,0,close
ARBO_L2_G2_3,Rhus_typina,Staghorn_sumac,lessthan_1,3,close
ARBO_L2_G2_3,Rhus_typina,Staghorn_sumac,1_3,1,close
ARBO_L2_G2_1,NA,NA,NA,0,far
ARBO_L2_G2_2,NA,NA,NA,0,mid
ARBO_L2_G3_3,Rhus_typina,Staghorn_sumac,1_3,1,close
ARBO_L2_G3_3,Rhus_typina,Staghorn_sumac,lessthan_1,1,close
ARBO_L2_G3_3,Sambucus_racemosa,Red_elderberry,lessthan_1,1,close
ARBO_L2_G3_3,Sambucus_racemosa,Red_elderberry,1_3,1,close
ARBO_L2_G3_2,Tilia_americana,Basswood,lessthan_1,6,mid
ARBO_L2_G3_2,Tilia_americana,Basswood,3_5,3,mid
ARBO_L2_G3_2,Tilia_americana,Basswood,1_3,1,mid
ARBO_L2_G3_2,Rhamnus_cathartica,Common_buckthorn,lessthan_1,15,mid
ARBO_L2_G3_2,Rhamnus_cathartica,Common_buckthorn,1_3,6,mid
ARBO_L2_G3_2,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,1,mid
ARBO_L2_G3_2,Lonicera_caerulea,Fly_honeysuckle,lessthan_1,3,mid
ARBO_L2_G3_2,Fraxinus_pennsylvanica,Green_ash,lessthan_1,1,mid
ARBO_L2_G3_2,Lonicera_tatarica,Tatarian_honeysuckle,lessthan_1,2,mid
ARBO_L2_G3_2,Lonicera_tatarica,Tatarian_honeysuckle,3_5,3,mid
ARBO_L2_G3_1,Fraxinus_pennsylvanica,Green_ash,1_3,1,far
ARBO_L2_G4_3,Fraxinus_pennsylvanica,Green_ash,3_5,1,close
ARBO_L2_G4_3,Fraxinus_pennsylvanica,Green_ash,1_3,2,close
ARBO_L2_G4_3,Rhamnus_cathartica,Common_buckthorn,lessthan_1,7,close
ARBO_L2_G4_3,Rhus_typina,Staghorn_sumac,lessthan_1,1,close
ARBO_L2_G4_2,Juglans_nigra,Black_walnut,1_3,3,mid
ARBO_L2_G4_1,NA,NA,NA,0,far
